,marathi_text,label
6560,- कशासाठी?,0
6561,"मी पर्यावरणीय समस्यांविरूद्ध नाही, प्रति से ... ... हा फक्त तो माणूस आहे!",0
6562,माझी इच्छा असेल तर मी ७ वर्षांचा असताना परत जावे... ...जेव्हा जिमी हॉसरला कांजिण्या झाल्या होत्या आणि त्या मुलाला माझ्या चेहऱ्यावर घासले होते.,0
6563,"टोपी, दूध ... समजले!",0
6564,मला चुकवू नका.,0
6565,मला वाटले आम्ही वेळ शेअर करतो.,0
6566,आपण रब्बी प्ले इलेक्ट्रिक गिटार कसे पहात आहात?,0
6567,"अरे, मला ते तुझ्याकडे हवे आहे.",0
6568,"होय, मोठी सामग्री!",0
6569,"""शेवटी हे एक लहान जग आहे.""",0
6570,"ठीक आहे, आराम करा, आराम करा, आराम करा, आराम करा.",0
6571,मिसेस वॉल्थम?,0
6572,बरं तुम्हाला माहिती आहे ते कसे आहे.,0
6573,"अहो, अहो, चॅन, ती तुमच्यासाठी काम करू शकते.",0
6574,- पण मी नाही.,0
6575,- मी तुम्हाला सहजतेने आत घेत आहे.,0
6576,आपण वॅगनमधून खाली पडले!,0
6577,"तो फक्त म्हणाला, ""नो स्ट्रिपर्स.""",0
6578,. . . . .मी त्याच गोष्टीतून गेलो.,0
6579,अरे हेच तुला म्हणायचे आहे.,0
6580,- चला खेळूया ठीक आहे?,0
6581,शाब्दिक,0
6582,आणि मी तिच्याकडे पाहिलं-- तू तिच्याकडे बघितलंस?,0
6583,अगं!,0
6584,कृपया पाई पास करा.,0
6585,"नऊ वर्षांत, ती आणि मी तिथेच राहू!",0
6586,काही जाड माणूस स्टोअर मॅनेजरसोबत झोपला आहे.,0
6587,तुला आंघोळ करावी लागेल कारण... आणि मला मिळेल... नाही तुला तिला उत्तर द्यावे लागेल.,0
6588,तू घरी जात आहेस का?,0
6589,मी तुम्हाला काहि मदत करू शकतो का?,0
6590,आम्ही एकत्र शिबिरात गेलो... ...तिने मला चुंबन कसे घ्यायचे ते शिकवले... - होय?,0
6591,- बाय-बाय जोसेफ.,0
6592,माझी आजी पहिल्यांदा या देशात आली तेव्हा... ...ती अंगठी आणि तिच्या पाठीवरचे कपडे तिच्याकडे होते.,0
6593,फोबी तू काय करत आहेस?,0
6594,किमान ते काहीतरी असेल.,0
6595,तुम्ही ते दुसऱ्या कार्डाने विभाजित करू शकता.,0
6596,तुम्हाला काही सांगायचे असेल तर आम्ही तिथेच असू.,0
6597,ही रॉसची बॅचलर पार्टी आहे.,0
6598,"चला, वेळ म्हणजे पैसे म्हणजे माझ्या मित्रा!",0
6599,मी त्याला परत बोलावू नये का?,0
6600,मला वाटते की बाल शोषणाची सीमा आहे.,0
6601,"ठीक आहे, तू त्याच्याबरोबर काय केलेस?",0
6602,तुम्ही तयार आहात?,0
6603,ती गोष्ट इथे येत नाही.,0
6604,माझे बाबा कुठे आहेत हे तिला माहीत असेल.,0
6605,"जर तुम्हाला बरे वाटले तर, मी उपस्थित राहिलो आहे.",0
6606,त्यांच्या जागेवर आपण कचरा टाकणार आहोत का?,0
6607,मी तुम्हाला वरच्या मजल्यावर का भेटत नाही?,0
6608,मला असे वाटते की मी काहीतरी घेऊन खाली येत आहे.,0
6609,मग तुमच्याकडे नाही.,0
6610,- मी पण ते केले.,0
6611,आपण बरे वाटू इच्छिता?,0
6612,तुम्ही चँडलर आहात.,0
6613,"बरं, तुम्हाला याची जाणीव झाली आहे की ते घडण्याची शक्यता थोडी कमी आहे... ...जर ते त्या माणसाला भेटू शकले नाहीत.",0
6614,आपण त्याऐवजी घामाने भिजलेल्या राक्षसाच्या शर्टच्या खिशात राहाल का?,0
6615,मी स्वयंपाक करतो आणि तू पैशाची काळजी घे.,0
6616,परंतु...,0
6617,मला ही घरे पकडून माझ्या शरीरावर घासायची आहेत.,0
6618,रात्रीचे जेवण माझ्यावर आहे.,0
6619,अरे तो मी नाही.,0
6620,"अरेरे, मी नुकतेच चार डोळे बाहेर काढले.",0
6621,आपण येऊन सुपर बाउल पाहू शकता.,0
6622,"ऐका, मला तुम्हाला सांगायचे आहे, मी यापूर्वी कधीही गुरूकडे गेलो नाही. . . . बरं, आराम करा.",0
6623,मला असे वाटत नाही की ते त्याचे नाव आहे.,0
6624,"- हाय, बेन.",0
6625,ते अजून इथे आहेत का?,0
6626,मी सोम सोबत आहे.,0
6627,शेल कोणत्याही क्षणी परत येईल.,0
6628,तो साफ करतो!,0
6629,- लकी म्हणजे अधिक क्लीव्हेज?,0
6630,मला या गरम मुलीची तपासणी करावी लागेल.,0
6631,मी ३० वर्षांच्या मुलासह एकटी आई आहे.,0
6632,पण आता विन्सही तसेच आहे.,0
6633,कृपया पुढे जा.,0
6634,तुझ्याशी नंतर बोलू.,0
6635,. . . . .तुम्ही सुरू केल्याशिवाय. . . . ते काय होते?,0
6636,-फिश-हुकिंग म्हणजे काय?,0
6637,हे सर्व १० च्या आधी होते.,0
6638,आणखी एक यापूर्वी कधीही पार्टीला गेला नव्हता.,0
6639,-तर तू पीटच्या घरी गेलास.,0
6640,पिल्ले आणि बदक कसे चालले आहेत हे पाहण्यासाठी मी फोन केला.,0
6641,यालाच ते सबवे म्हणतात.,0
6642,"- नाही, ती अजून इथे आली नाही.",0
6643,- आम्ही एकमेकांना सहा आठवड्यांपासून ओळखतो!,0
6644,"अं, ते म्हणतात की तुमच्या खात्यावर असामान्य क्रियाकलाप झाला आहे.",0
6645,आपण विनी-विनी-बिन्नी-बिन्नी मुलगा!,0
6646,त्यातून एक गाय आली.,0
6647,फक्त तेच नाही... ...आम्ही तिकीट का घेतले.,0
6648,"आता, मार्सेल, परत या!",0
6649,"ते माझे नवीन आहेत ""मला नोकरीची किंवा माझ्या पालकांची गरज नाही.",0
6650,मोठा करार.,0
6651,": डी ठीक आहे, डोकावत नाही.",0
6652,"- ठीक आहे, आपल्याला बोलायचे आहे.",0
6653,एक स्त्री म्हणून ... ... लैंगिक संबंध ठेवू इच्छित नसलेल्या पुरुषापेक्षा काहीच लैंगिक संबंध नाही ... ...,0
6654,फक्त एका सेकंदासाठी... ...कारण पाओलो त्याच्या वाटेवर आहे.,0
6655,हे फक्त...,0
6656,आपण मला बिअर खरेदी करू शकता!,0
6657,आम्ही नक्कीच एकटे आहोत.,0
6658,तुला मिळालेला हार सोन्याचा होता.,0
6659,देव चण्याला आशीर्वाद दे.,0
6660,मी फक्त पुन्हा लग्न करू इच्छितो.,0
6661,तुम्हाला खरंच असं वाटतं?,0
6662,तुम्हाला मिठीची गरज आहे का?,0
6663,तुमचा आउटगोइंग संदेश आता बदलला आहे.,0
6664,या सर्व वाळूचे काय आहे?,0
6665,ते काय मूर्ख आहे?,0
6666,अरे ... अगं.,0
6667,तुम्ही तेच म्हणताय का?,0
6668,"अरे, हा एक घन आहे.",0
6669,"बरं, माझ्या सामग्रीचे काय?",0
6670,हे मी किंवा त्यांचे उपोषण आहे हे मला माहीत नाही.,0
6671,-माझ्या बाळाबद्दल.,0
6672,"शॉट वाचतो, हं?",0
6673,"मला माझा पासपोर्ट, ताजे मोजे आणि एक सर्पदंश किट मिळाले.",0
6674,- कोणाकडून?,0
6675,"मला आठवते जेव्हा तुम्ही श्री. रॉजरच्या ""बर्फ छान"" मध्ये फक्त किंग शुक्रवार होता.",0
6676,तेथे राहेल नाही!,0
6677,दोन पिझ्झा?,0
6678,माझे हायस्कूल प्रेयसी 30 वर्षे बार्बराशी लग्न झाले होते.,0
6679,- फोबी.,0
6680,तुमच्याकडे सध्या विश्वकोशांचा संच आहे का?,0
6681,बघत राहा!,0
6682,"आपण काय करणार आहात, दरवाजा उघडला?",0
6683,"पण समजा, बाळाचा जन्म होईपर्यंत मी ते काढून टाकले.",0
6684,मी खरोखर नाही.,0
6685,"चला, मी फक्त माझा डावा हात वापरेन.",0
6686,तो कोणालातरी पाहतोय.,0
6687,मी गंभीर आहे.,0
6688,"- अरे, क्षमस्व.",0
6689,कधी कधी आम्ही होतो.,0
6690,मला तुझी समस्या माहित आहे.,0
6691,मग तुला काय वाटते?,0
6692,ही फक्त माझी बॅच असेल.,0
6693,एखाद्याला हाड सापडले.,0
6694,मला वाटते की आपण लवकरच गुंथर कार्ड खेळले आहे.,0
6695,थोडेसे हलवा.,0
6696,तुम्हाला बाळाचे लिंग माहित आहे का?,0
6697,आणि मला असे वाटते की तो बर्माच्या झोपडीत राहत नाही जेथे फोन नसतात?,0
6698,मला ते जसे होते तसे हवे आहे.,0
6699,येथे एक वास्तविक रॉकेट वैज्ञानिक आहे.,0
6700,तुम्ही लोक नेहमी माझ्या अपार्टमेंटमध्ये हँग आउट करता.,0
6701,"होय, ती येथे आहे.",0
6702,"- होय, ठीक आहे.",0
6703,रहा!,0
6704,"ठीक आहे, मला एक मिळाला, मला एक मिळाला.",0
6705,चला खेळुया.,0
6706,एक प्रश्न.,0
6707,- भरपूर मद्य घ्या.,0
6708,आम्हाला वाटले तुम्ही वेगळे आहात.,0
6709,"ठीक आहे, ते माझे बोट आहे.",0
6710,चला चालू ठेवूया.,0
6711,पार्टी संपली.,0
6712,पण मी याबद्दल वेड लावत आहे आणि त्याबद्दल बोलण्यास मला आवडेल.,0
6713,- तुम्ही शहरात किती दिवस आहात?,0
6714,फक्त एका मिनिटात परत येईन.,0
6715,"जर मी एका दिवसासाठी सर्वशक्तिमान असतो, तर मी स्वतःला कायमचे सर्वशक्तिमान बनवले असते.",0
6716,"आपण ""पैसे कमविण्यासाठी पैसे घेतात"" ... ... आणि ""मला तिथे खाली येऊन आपल्या वॉल स्ट्रीट बटला लाथ मारू नका.""",0
6717,बाथरूम वर आहे.,0
6718,तुमच्यासाठी काहीही नाही.,0
6719,ठीक आहे माझ्याकडे एक आहे.,0
6720,होय मला माहित आहे.,0
6721,माझ्या कुटुंबाला पाहून विसरा.,0
6722,"होय, मॅसी येथे.",0
6723,ते माझे लिंग आहे.,0
6724,ती नशेत का येत नाही?,0
6725,नेहमीच्या कॉफीसारखी.,0
6726,नमस्कार मिस्टर आणि मिसेस वेनबर्ग.,0
6727,"अहो, फीब्स, बाकीचे पॉप टार्ट तुमच्याकडे आहेत का?",0
6728,आता मला करा.,0
6729,फक्त पांढरे कोट घातलेले लोक तिथे बसतात.,0
6730,आम्ही सेक्स केला.,0
6731,हा माणूस कोण आहे?,0
6732,तर एकच प्रश्न आहे: आपण माझ्याकडे आकर्षित आहात?,0
6733,बासेट नाही.,0
6734,"मला वाटले की मी केले, परंतु मी प्रत्यक्षात तसे केले नाही.",0
6735,तर हे तुमच्यासाठी व्यवस्थित असले पाहिजे ना?,0
6736,बरं जॉय मी आज एक छोटेसे गाणे लिहिले.,0
6737,समजले!,0
6738,तुम्ही इथे आहात.,0
6739,"- नाही, मी फक्त ... - कदाचित दुसरे कोणी आहे.",0
6740,- स्वतःकडे पाहा.,0
6741,"अरे, ये, त्याला गुंडाळा.",0
6742,ती त्याला पाहते!,0
6743,- मी माझ्या अंडरवेअरमध्ये झोपू शकत नाही.,0
6744,मी परत येईन.,0
6745,ज्याच्याशी ते सेक्सबद्दल बोलतात.,0
6746,आता त्याला माहित आहे आणि मला माहित नाही.,0
6747,मी सन्मानाची दासी आहे.,0
6748,"""कुंडूस"" म्हणजे काय?",0
6749,"अरे, रॉस, माझे ऐक.",0
6750,तुम्ही माझे ऐका.,0
6751,ते सुमारे 7 सेकंद होते.,0
6752,- आपण आणि मी दोघेही!,0
6753,"कॅमेरा, तपासा.",0
6754,- पण मी आठवड्यांपासून माझे कार्ड वापरलेले नाही.,0
6755,पीट बेकर रिंगभोवती वर्तुळ करतो.,0
6756,"मी तुम्हाला सांगतो, आजपासून काही वर्षांनी, शाळकरी मुले याचा अभ्यास करतील... ...आतापर्यंतच्या सर्वात मोठ्या पहिल्या तारखांपैकी एक म्हणून.",0
6757,सकाळ झाली!,0
6758,- मी तुमच्या मित्राची तपासणी करणार आहे.,0
6759,तुमच्यापैकी कोणी ते बनवता का?,0
6760,- ते कसे घडले?,0
6761,ते फक्त दोन आठवड्यांपासून बाहेर जात आहेत.,0
6762,उद्यापासून तुम्हाला बदलावे लागेल.,0
6763,रिचर्ड्स खाली.,0
6764,"म्हणजे, त्यांना गोष्ट जाणवते.",0
6765,काही हार्मोन्स आहेत.,0
6766,"- आम्ही, अरे, फक्त शिजवलेले.",0
6767,खरच प्यायला आवडेल?,0
6768,राहेल लंडनला येत आहे.,0
6769,तो फ्रँक आहे!,0
6770,आणि जर तू म्हणाला नसतास... ...मला १७ वेळा आवडले असेल तर... ...तर मी म्हणतो ठीक आहे करू दे.,0
6771,आणखी काय मजेदार आहे हे तुम्हाला माहिती आहे?,0
6772,आणि मी बदक देखील पूर्णपणे प्रशिक्षित केले.,0
6773,"""तुमचा बँड अर्नोल्डमध्ये वाजत आहे.",0
6774,गट: काय?,0
6775,पण ... आपण उद्या कामावर कसे जाणार आहात?,0
6776,तुम्ही फक्त उत्तर द्या.,0
6777,"सोम, तुझे लग्न झाले तर मी दोन पाहुणे आणू का?",0
6778,अरे मुलांनो.,0
6779,"मग, ""माय गॉड, मला खूप आश्चर्य वाटले.",0
6780,आम्ही सर्व येथे आहोत.,0
6781,पण मी कधीच खोली सोडली नाही.,0
6782,"आणि मी म्हणतो, ""नाही.",0
6783,मी आता शौचालयात फ्लश करणार आहे.,0
6784,- अरे ठीक आहे.,0
6785,या खर्चावर आपण किती विश्वास ठेवू शकता?,0
6786,"- बरं, मी करू शकत नाही.",0
6787,तुझा चांगला मित्र म्हणून मी काय करणार आहे हे तुला माहीत आहे का?,0
6788,मी राहू शकतो.,0
6789,- मिळाले!,0
6790,पण आम्ही तुझ्याबद्दल विचार करत होतो.,0
6791,चँडलर: अरेरे!,0
6792,"नाही, मी ऐकत आहे... ...मला हनी-ग्लाझ्ड हॅम का नाही मिळाले?",0
6793,"ठीक आहे, मी तुम्हाला नंतर भेटू.",0
6794,"मी, अह...",0
6795,कठोर डावीकडे.,0
6796,आम्ही अजूनही आज रात्रीसाठी आहोत का?,0
6797,"अरे, हो, चला!",0
6798,"नाही, तूच आहेस.",0
6799,- जे सिद्ध करते की मी कधीही खोटे बोलत नाही.,0
6800,मोनिका: मी वू-हू का केले?,0
6801,"ती... ती फर्गी आहे, बाळा!",0
6802,"चँडलर, काहीतरी करा!",0
6803,बाळांना.,0
6804,"आपण हे केले, यार.",0
6805,"तो एक तास असू शकतो, तो तीन असू शकतो.",0
6806,आपण करू शकता?,0
6807,ती चांगली कल्पना होती असे मी म्हणत नाही.,0
6808,नंतर परत येईन.,0
6809,- होय मी केले.,0
6810,तू माझ्याकडे असं का पहात आहेस?,0
6811,"होय, आम्हाला तुमची खरोखरच आठवण आली.",0
6812,- तुला बरे वाटते?,0
6813,हे ठिकाण कोणते आहे?,0
6814,"मला कार्यक्रमात एक आठवडा शिल्लक आहे, आणि नियमांनुसार ... ... जर मला पैसे मिळवायचे असतील तर मला कोणतेही वैयक्तिक प्रयोग करण्याची परवानगी नाही ... ... जर तुम्हाला माहित असेल तर मला काय माहित आहे म्हणजे.",0
6815,मी रात्र बाहेर काढली.,0
6816,"मला दोन क्रमांक द्या, 86 द बेकन ... ... एक अ‍ॅडम आणि हव्वा एका तराफळ",0
6817,हे माझ्या स्वत: च्या जीवनाबद्दल वाचण्यासारखे आहे!,0
6818,मी याबद्दल विचार करणे थांबवू शकत नाही.,0
6819,मी वचन देतो.,0
6820,"काय, तुम्हाला वाटत नाही की ते तिथे आवाज ऐकू शकतात?",0
6821,- तुमचा शर्ट विसरू नका.,0
6822,तुम्हीच आहात जे मागे आहेत.,0
6823,"पण, अहो, मी कुक होऊ शकतो!",0
6824,कारण मी लंडनला जाणार आहे.,0
6825,आणि राहेल.,0
6826,मला माझे आयुष्य ज्याच्यासोबत घालवायचे आहे असा माणूस शोधण्यासाठी मला 28 वर्षे लागली.,0
6827,पण जेव्हा सर्व काही सांगितले जाते आणि पूर्ण होते तेव्हा तो अजूनही मग पितो.,0
6828,"होय, मीही नाही.",0
6829,रॉस हे आपल्या शास्त्रज्ञांपैकी एक आहेत.,0
6830,- तुमचा बेल्ट लूप चुकला.,0
6831,"आणि मग तिसरा तुमच्यासाठी, नाजूक पदार्थ.",0
6832,ते होते.,0
6833,माझ्या संपूर्ण कुटुंबाला वाटते की माझ्याकडे व्हीडी आहे.,0
6834,अँजेला?,0
6835,"बरं, मी गृहीत धरतो की आनंदी जोडपे अद्याप उठले नाहीत?",0
6836,पण ते संपले.,0
6837,लोक वधूवर लक्ष केंद्रित करतात.,0
6838,आणि मला आशा आहे की आपण संपूर्ण गोष्ट विसरू शकू.,0
6839,"ते खूप मोठे नाही, खूप लहान नाही.",0
6840,तुझ्याबद्दल खूप विचार केला.,0
6841,"हाय, मी परत आलो आहे.",0
6842,ठीक आहे शेवटची संधी.,0
6843,आणि हे मॅडलिब्स आहेत.,0
6844,मला आठवते जेव्हा बॅरी राहेलसोबतच्या पहिल्या डेटवरून घरी आला.,0
6845,मी तिचा पाठलाग केला नाही.,0
6846,इकडे ये!,0
6847,मी त्याच्यासोबत झोपलो तर या व्यक्तीने मला अन्न विकत घेण्याची ऑफर दिली.,0
6848,"नाही, मी त्याला कॉल करत नाही.",0
6849,"अहो, तुला काय माहित आहे?",0
6850,ती तशीच निघून गेली.,0
6851,बाय स्वीटी.,0
6852,अरे थांब!,0
6853,"हेलन, तू इथे क्षणभर येशील का?",0
6854,"प्रथम वैद्यकीय पुरस्कार, आता हा?",0
6855,"जोई : बरं, इवा... ...आम्ही इथे काही उत्कृष्ट काम केले आहे.",0
6856,आपल्या आणि या सुट्टीचे काय आहे?,0
6857,"मित्रा, ते सर्व प्रचंड आहेत!",0
6858,मी माझे पलंग ओले करायचो.,0
6859,तुला पटत नाही.,0
6860,- आपण काहीतरी केले पाहिजे.,0
6861,पण वेशभूषाशिवाय.,0
6862,"तुम्ही त्याला ""गंडाल्फ"" का म्हणता?",0
6863,अशाच आणीबाणीसाठी.,0
6864,- माझी सरप्राईज पार्टी.,0
6865,. . . . .तुम्ही अधूनमधून.,0
6866,दूर गेल्यावर खेळावे लागते.,0
6867,कारण त्याला वाटते की तो खूप गुलाबी दिसत आहे.,0
6868,"शिवाय, मला कप ठेवायचा आहे.",0
6869,"ते म्हणाले, ""तुमचा विमा नाही.",0
6870,आम्ही तुम्हाला केले.,0
6871,"किंवा ""चला, हा ध्वज दिवस आहे!""",0
6872,"- अरे, तर तुझा घटस्फोट झाला आहे?",0
6873,मी तुम्हाला हे जाणून घ्यायचे आहे की मी नेहमीच असे नव्हते.,0
6874,त्याला त्याचे अंतर्वस्त्र द्या.,0
6875,हा तुमचा शॉट होता असे मला वाटत नाही.,0
6876,माझे वडील अंगभूत बार्बेक्यूसाठी पैसे देणार नाहीत.,0
6877,"मी आज रात्री येत आहे, बरोबर?",0
6878,आमच्याकडे आरक्षणे आहेत.,0
6879,"हॅलो, कोमा माणूस.",0
6880,कदाचित तुम्ही १९६८ च्या भाडे स्थिरीकरण कायद्याबद्दल ऐकले नसेल.,0
6881,माझे फक्त एक स्वप्न होते.,0
6882,माझ्या लीगच्या बाहेर.,0
6883,हे मानवतेवरील आपला सर्व विश्वास पुनर्संचयित करेल.,0
6884,तो रिक नाही.,0
6885,"की ""मिसेस मोनिका बेकर"" असे म्हणायचे?",0
6886,आम्ही होतो तेव्हा हे बरेच काही रोमांचक नव्हते ... ... सर्व नेहमीच एकमेकांवर?,0
6887,याचा अर्थ माझ्याकडे पाच आहेत आणि याचा अर्थ मला जॉयचे बॉक्सर मिळतात.,0
6888,कृपया आता आपण घरी जाऊ शकतो का?,0
6889,माणसाला एक अंडे मिळाले आहे.,0
6890,तरी ते विचित्र असेल.,0
6891,आणि आम्ही दही पूर्ण केले.,0
6892,"""तुम्ही करू शकत नाही""?",0
6893,हे काही महिन्यांपूर्वी होते.,0
6894,जे मला पाच देते.,0
6895,- वाइन?,0
6896,मी फोन उधार घेऊ शकतो का?,0
6897,"ठीक आहे, माझ्याकडे एक वेडी आहे.",0
6898,- दृश्यानंतर... ...श्री. बिट्टी माझ्याकडे येतो आणि तो चांगला अभिनेता म्हणतो.,0
6899,. . . . .आणि तिने विचारले की मी ते सेट करू शकेन का.,0
6900,पूर्वी ती भूगोलाबद्दल बोलत होती.,0
6901,मला आत येऊ द्या!,0
6902,"राहेल, हनी... ...तू ठीक आहेस ना?",0
6903,काल रात्री तुम्ही ते ऐकले का?,0
6904,नाही तो माझा पाणबुडी माणूस आहे.,0
6905,"ठीक आहे, जेनिस, तेच!",0
6906,उद्यानात गिटार वाजवताना मी त्याला भेटलो.,0
6907,"या रिंगसह, कोणतीही स्पर्धा नाही.",0
6908,माझ्यासोबत कोण आहे?,0
6909,खरोखर हे भविष्यात मार्ग मार्ग सारखे आहे.,0
6910,हे 15 व्या तारखेपासून प्रारंभ करण्यासारखे आहे.,0
6911,मग तू जेसनला टाकशील का?,0
6912,"
पण मला उद्याची फ्लाइट सापडली नाही, म्हणून... ...मी इथे आहे.",0
6913,हो आम्ही केले.,0
6914,माझ्या दालचिनीच्या काडीला खोडरबर का आहे?,0
6915,"म्हणजे, मला वाटले की आपण आनंदी आहोत.",0
6916,मी १५ वर्षांचा होतो.,0
6917,ते अंगण फर्निचर आहे.,0
6918,"मी विचार करत होतो, प्लीज... ...जर जास्त त्रास होत नसेल तर कृपया.",0
6919,"ठीक आहे, येथे तू जा, स्वीटी.",0
6920,कृपया हे काढून टाका.,0
6921,तुम्हाला माहीत आहे.,0
6922,मी माझ्या जर्नलमध्ये लिहिणार आहे.,0
6923,- सात कोण आहे?,0
6924,"कारण मी एक न्यूरोसर्जन ... ... आणि हे स्पष्टपणे ... ""फूडल चोकेज"" चे प्रकरण होते.",0
6925,मला खरंच वाटलं की ती एक होती.,0
6926,आणि मला माहित आहे की आम्हाला त्याच गोष्टी हव्या आहेत.,0
6927,"चला, प्लीज.",0
6928,कारण मुलांना नवीन शूज लागतात.,0
6929,मोनिका: तू हे करू शकत नाहीस.,0
6930,कोणीतरी मला मदत करू इच्छित आहे?,0
6931,हे तुमच्या माजी मंगेतराचे लग्न आहे.,0
6932,जॉयसोबतच्या गोष्टी चांगल्या आहेत का?,0
6933,मला कॉफी सापडली!,0
6934,चांडलर?,0
6935,- आम्ही भेटलो नाही.,0
6936,मधुर बाजूला ठेवा.,0
6937,चला तिकडे जाऊ आणि त्यांना मिळवूया!,0
6938,कृपया माझे ऐका.,0
6939,"खरं तर, ही एक प्रकारची थंडी आहे.",0
6940,उद्यापासून डाएट सुरू होईल.,0
6941,तुम्ही आहात!,0
6942,तो खूप सामान्य दिसत आहे!,0
6943,ती फक्त आत आली आणि त्याला मिठी मारली.,0
6944,हा फोबी बफे आहे.,0
6945,थांबा माझ्याकडे तुमच्यासाठी काहीतरी आहे.,0
6946,जर मुलांना तुमच्यासोबत राहायला लागत असेल तर ते मुले आहेत.,0
6947,ठीक आहे मला एक मिळाले.,0
6948,मी हे करू शकत नाही.,0
6949,तिने नेहमी कॅनमधून प्यायला.,0
6950,मी ओरसन वेलेस या दिग्दर्शकाबद्दल वाचले... ...जो सुरुवातीला कुणालातरी नोकरीवरून काढून टाकायचा.,0
6951,"काही मुलगी नुकतीच माझ्याकडे गेली आणि म्हणाली, ""मला तुला पाहिजे, डेनिस"" ... ... आणि तिची जीभ माझ्या घशात अडकली.",0
6952,माझ्याकडे पाहू नकोस.,0
6953,काल रात्री सारखे कपडे घातलेले कोणीतरी.,0
6954,कोणता पक्ष?,0
6955,तू म्हणालास मी करू शकतो.,0
6956,ते जंगली आहे!,0
6957,आम्ही मंगळवारपर्यंत थांबू शकत नाही.,0
6958,राहेल रॉसला सांगण्यासाठी येत आहे की तिचे त्याच्यावर प्रेम आहे.,0
6959,"जॉय, तुझ्यासाठी फोनवर एक मुलगी आहे.",0
6960,इथेच तुम्ही सामान टाकता का... ...स्मशानातील घाण असलेल्या पिशवीत आणि उत्तरेकडील झाडाला टांगता?,0
6961,- तू माझा बाळ होता!,0
6962,एक डोके.,0
6963,हे पाण्यात मिसळत नाही कसे?,0
6964,चँडलरला ते मिळते!,0
6965,"तयार किंवा नाही, मी येथे येतो!",0
6966,मी तिथे काम करून हे शोधून काढणार नाही.,0
6967,हे माझे लग्न आहे.,0
6968,इथे खरोखर पैसे आहेत.,0
6969,तुमचा एजंट काय म्हणाला?,0
6970,आमच्याकडे अजूनही बॉयफ्रेंड आहेत आणि तुमचे करिअर कव्हर करायचे आहे.,0
6971,मला गुलिव्हरसारखे वाटले.,0
6972,मला डार्टमाउथ सुरू करणारा मुलगा मिळाला.,0
6973,पैज लावा आणि जर तुम्ही हरलात तर तुम्ही पैज गमावाल.,0
6974,पाऊस पडत होता.,0
6975,तुमच्यापैकी एक मुलगी इथे येऊन मला किस करते.,0
6976,काही मिष्टान्न?,0
6977,हे घरचे मित्र आहेत.,0
6978,"अहो, चीज!",0
6979,तुम्हाला त्या सर्वांना मारायचे आहे... ...त्यांना मिसळा.,0
6980,मी दिवसभर तुझ्याबद्दल विचार केला.,0
6981,ते माझे बोधवाक्य नाही.,0
6982,"ओह, ओह.",0
6983,मी तुझी आई आहे.,0
6984,परत एकदा सांग.,0
6985,"जर मी एका दिवसासाठी सर्वशक्तिमान असतो, तर मला जागतिक शांतता हवी असते... ...आणखी भूक नको, पावसाच्या जंगलासाठी चांगल्या गोष्टी.",0
6986,- मी स्वतः.,0
6987,"- नाही, फक्त सहा वर्षे झाली.",0
6988,त्यामुळे मी तुम्हाला आजूबाजूला भेटेन असा अंदाज आहे.,0
6989,स्वतःकडे पाहा!,0
6990,तू परत आहेस!,0
6991,माझे घड्याळ.,0
6992,तुम्ही दोघे माझे...,0
6993,"ते लंडन आहे, बाळा!",0
6994,"हम्म, तो कोण होता?",0
6995,"फक्त म्हणा, अरे, ""फोबी, मी तुझ्यावर प्रेम करतो, पण माझे काम माझे जीवन आहे.",0
6996,"उह, फक्त एक, उह, श्रवण अक्षमता.",0
6997,माझी संपूर्ण विश्वास प्रणाली आहे.,0
6998,माझ्याकडे अजून काही झाले नाही.,0
6999,मी आठवड्याला $१६०० कमवतो.,0
7000,सर्वोत्तम माणूस येथे टोस्ट बनवतो.,0
7001,आम्ही महिला नाही.,0
7002,"द वन अॅट द बीच इंग्लिश सबटायटल्स GELULA & CO., INC. तुम्ही त्यांच्याकडे पहाल का?",0
7003,कदाचित तुम्ही वेडसर आणि वेडे आहात हे सांगण्यासाठी त्याने फोन केला असेल?,0
7004,प्रत्येक वेळी मी खोली सोडत असताना मला फोबे आणि राहेलचे चुंबन घ्यावे लागले.,0
7005,तुम्ही ब्रीझी आहात असे म्हणता येणार नाही.,0
7006,हे पुस्तक आहे जे मी तिला उद्यानात पाहत असताना वाचण्याचे नाटक करतो.,0
7007,मला हे समजत नाही.,0
7008,- हे कोणाचे आहे?,0
7009,हे आहे!,0
7010,अहो मिस्टर चिंटू.,0
7011,"त्याऐवजी, मी काही मित्रांसह हँग आउट केले आणि दोन बिअर खाल्ल्या.",0
7012,"""मी सुस्थितीत नाही?",0
7013,"माझा कायदेशीर विवाहित पती म्हणून, आजारपणात आणि तब्येतीत... ...मृत्यूने आपला भाग होईपर्यंत.",0
7014,"बाबा, तुम्ही माझ्या खोलीत असाल.",0
7015,आपल्या पालकांच्या तळघरात परत.,0
7016,तो माझा मित्र एडी मॉस्कोविझ होता.,0
7017,पुरेसे ठीक आहे.,0
7018,मागे दूर!,0
7019,वॉरन बीटी.,0
7020,- मला सखोल व्हायचे होते.,0
7021,मला फक्त कपडे घालायचे आहेत.,0
7022,मला मिडटाउनमध्ये नोकरी मिळाली.,0
7023,दिग्दर्शक: अरेरे!,0
7024,. . . . .कदाचित आपण स्वतःची थोडी कसरत करू शकू.,0
7025,कृपया.,0
